name,address,tel,kind,enabletime,email
雨農,(22049)新北市板橋區雨農路27巷2號,(02)82510515,alllink,8:00 - 23:00,
泰山,新北市泰山區明志路三段87號,(02)29061835,alllink,8:00 - 23:00,
南華,(23563)新北市中和區南華路２７號Ｂ１,(02)22482639,alllink,8:00 - 23:00,
金城,(23643)新北市土城區金城路３段12號B1、B1-1，14號B1,(02)22665567,alllink,8:00 - 23:00,
土城裕民,(23663)新北市土城區裕民路116號B1,(02)22665123,alllink,8:00 - 23:00,
三重介壽,(24146)新北市三重區龍門路6-1號,(02)89832512,alllink,8:00 - 23:00,
三重中正,新北市三重區中正北路592號,(02)89827689,alllink,7:30 - 22:30,
新莊化成,新北市新莊區化成路71號,(02)22760765,alllink,8:00 - 23:00,
三重仁愛,新北市三重區仁愛街278號,(02)29800318,alllink,8:00 - 23:00,
瑞芳中正,新北市瑞芳區中正路81號,(02)24976356,alllink,8:00 - 23:00,
蘆洲長安,新北市蘆洲區長安街232號,(02)22828611,alllink,8:00 - 23:00,
板橋國光,新北市板橋區國光路57號地下1樓,(02)29688110,alllink,8:00 - 23:00,
中和,新北市中和區景新街516號地下2樓,(02)31518633,alllink,7:30 - 22:30,
淡水淡大,新北市淡水區大忠街89號,(02)26296697,alllink,8:00 - 23:00,
新莊復興,(24254)新北市新莊區復興路２段47號,(02)22797515,alllink,8:00 - 23:00,
蘆洲重陽,新北市蘆洲區重陽街46號1樓,(02)28486699,alllink,8:00 - 23:00,
三峽中華,(23742)新北市三峽區中華路3巷2號,(02)26735668,alllink,8:00 - 23:00,
公園,(24244)新北市新莊區公園路129號,(02)29926173,alllink,8:00 - 23:00,
中和民樂,新北市中和區民樂路3號,(02)22289128,alllink,8:00 - 23:00,
蘆洲九芎,(24750)新北市蘆洲區九芎街90巷6號,(02)82833529,alllink,8:00 - 23:00,
永和中正,(23454)新北市永和區中正路139號,(02)29493119,alllink,8:00 - 23:00,
板橋重慶,(22063)新北市板橋區重慶路66號B1,(02)29572986,alllink,8:00 - 23:00,
鶯歌建國,新北市鶯歌區建國路85號,(02)86778565,alllink,7:30 - 22:30,
新莊昌盛,新北市新莊區昌盛街105號1樓,(02)29906566,alllink,8:00 - 23:00,
板橋長江,(22047)新北市板橋區民生路３段323號B1之4、B1之5,(02)22554989,alllink,8:00 - 23:00,
樹林中山,(23844)新北市樹林區中山路１段29-1.31號,(02)86754228,alllink,8:00 - 23:00,
板橋國慶,(22062)新北市板橋區重慶路247號1樓,(02)29511291,alllink,8:00 - 23:00,
中和光華,(23558)新北市中和區光華街31巷2號1樓,(02)82455860,alllink,8:00 - 23:00,
蘆洲忠孝,新北市蘆洲區保和里15鄰忠孝路23號,(02)22825725,alllink,8:00 - 23:00,
新莊新泰,(24241)新北市新莊區新泰路85號地下樓,(02)22060281,alllink,8:00 - 23:00,
土城中央二,(23668)新北市土城區中央路２段191號B1-3樓,(02)22633082,alllink,8:00 - 23:00,
三重三和,(24149)新北市三重區三和路２段139號,(02)29706585,alllink,8:00 - 23:00,
新莊後港,新北市新莊區後港一路68號,(02)22015132,alllink,8:00 - 23:00,
新店建國,新北市新店區建國路210號,(02)29118025,alllink,8:00 - 23:00,
三重集美,(24144)新北市三重區集美街61號之1,(02)29720990,alllink,7:30 - 22:30,
板橋中正,(22054)新北市板橋區中正路1巷28號,(02)29652936,alllink,8:00 - 23:00,
汐止康寧,新北市汐止區康寧街430號,(02)26954980,alllink,7:30 - 22:30,
三重三和二,(24152)新北市三重區三和路４段103號之2,(02)22861386,alllink,8:00 - 23:00,
林口竹林,(24443)新北市林口區竹林路12號,(02)26010645,alllink,8:00 - 23:00,
泰山泰林,(24344)新北市泰山區泰林路２段200號,(02)22962350,alllink,8:00 - 23:00,
佳園,(23877)新北市樹林區佳園路１段41巷1號,(02)26800392,alllink,8:00 - 23:00,
泰山明志,(24343)新北市泰山區明志路１段21號,(02)22971361,alllink,8:00 - 23:00,
五股工商,(24856)新北市五股區工商路112號,(02)22916058,alllink,8:00 - 23:00,
樹林保安,(23841)新北市樹林區保安街１段183號,(02)26815957,alllink,8:00 - 23:00,
板橋中山,(22068)新北市板橋區中山路２段326號,(02)29500891,alllink,8:00 - 23:00,
中和中山,(23546)新北市中和區中山路３段35-2號,(02)82267105,alllink,8:00 - 23:00,
新莊民安,(24264)新北市新莊區民安西路309號,(02)22071109,alllink,8:00 - 23:00,
泰山文程,(24349)新北市泰山區文程路15號,(02)22960450,alllink,8:00 - 23:00,
永和福和,(23450)新北市永和區福和路353號,(02)29250662,alllink,7:30 - 22:30,
板橋江寧,(22046)新北市板橋區江寧路３段29號1樓,(02)22580369,alllink,8:00 - 23:00,
三峽光明,(23742)新北市三峽區光明路59.61.63號,(02)26717031,alllink,8:00 - 23:00,
蘆洲中原,(24762)新北市蘆洲區中原路6-10號1樓,(02)22816671,alllink,8:00 - 23:00,
新店北宜,(23152)新北市新店區北宜路２段82-7號1樓,(02)22170282,alllink,7:30 - 22:30,
淡水學府,(25145)新北市淡水區學府路126號B1,(02)26233522,alllink,8:00 - 23:00,
三重力行,(24162)新北市三重區力行路１段54號,(02)89820656,alllink,7:30 - 22:30,
中和景平,(23559)新北市中和區景平路541號B1、543號1樓、B1,(02)82451916,alllink,8:00 - 23:00,
土城廣明,(23655)新北市土城區廣明街63巷31號1樓,(02)89676071,alllink,8:00 - 23:00,
新莊建國,(24257)新北市新莊區建國一路53號,(02)29080371,alllink,8:00 - 23:00,
中和安平,(23572)新北市中和區安平路87、87-1、87-2號1樓、2樓,(02)29433084,alllink,8:00 - 23:00,
三峽學成,(23741)新北市三峽區學成路97.99號,(02)26719528,alllink,8:00 - 23:00,
永和永福,(23449)新北市永和區福和路67.69號,(02)29272068,alllink,7:30 - 22:30,
新店碧潭,(23147)新北市新店區北新路１段181.183號,(02)89111795,alllink,8:00 - 23:00,
板橋新生,(22052)新北市板橋區中正路330-1號1,(02)29689808,alllink,8:00 - 23:00,
永和竹林,(23441)新北市永和區竹林路73-1號,(02)89250736,alllink,7:30 - 22:30,
蘆洲中山,(24753)新北市蘆洲區中山一路228號,(02)22827916,alllink,8:00 - 23:00,
中和大勇,(23579)新北市中和區大勇街78號,(02)29495972,alllink,7:30 - 22:30,
汐止中興,(22158)新北市汐止區中興路168號B1,(02)26940572,alllink,7:30 - 22:30,
三重中正北,(24162)新北市三重區中正北路70號,(02)89810050,alllink,7:30 - 22:30,
三峽和平,(23741)新北市三峽區和平街65號B1,(02)26711046,alllink,8:00 - 23:00,
淡水中山,(25152)新北市淡水區中山北路２段102號,(02)26265116,alllink,8:00 - 23:00,
新莊龍安,(24257)新北市新莊區中正路893巷2之1號,(02)29018396,alllink,8:00 - 23:00,
土城海山,(23659)新北市土城區明德路２段60號,(02)22660158,alllink,8:00 - 23:00,
八里中庄,(24944)新北市八里區中山路１段109號,(02)86305189,alllink,8:00 - 23:00,
五股成泰,(24841)新北市五股區成泰路３段379、381、383、385號,(02)22910018,alllink,8:00 - 23:00,
三重永福,(24154)新北市三重區三和路４段380號B1,(02)22800225,alllink,8:00 - 23:00,
林口民有,(24461)新北市林口區民有街148號,(02)26081335,alllink,,
淡水新春,(25166)新北市淡水區新春街140號B1,(02)26200361,alllink,8:00-23:00,
中和福祥,(23556)新北市中和區福祥路72號,(02)22430586,alllink,8:00-23:00,
中壢環東,(32096)桃園縣中壢市環中東路２段746、750、750-1、750-2號,(03)4285469,alllink,8:00 - 23:00,
楊梅埔心,桃園縣楊梅市永美路369號,(03)4810668,alllink,8:00 - 23:00,
中美,桃園縣中壢市中美路二段77號,(03)4226777,alllink,8:00 - 23:00,
桃園大園,桃園縣大園鄉田心村新興路20號,(03)3850378,alllink,7:30 - 22:30,
平鎮南豐,(32459)桃園縣平鎮市南豐路53.55號,(03)4690356,alllink,8:00 - 23:00,
平鎮中豐,桃園縣平鎮市中豐路南勢二段326號,(03)4395082,alllink,7:30 - 22:30,
蘆竹大竹,(33862)桃園縣蘆竹鄉大新一街15號,(03)3133162,alllink,8:00 - 23:00,
龍潭,桃園縣龍潭鄉北龍路19號,(03)4798699,alllink,8:00 - 23:00,
桃園國際,桃園縣桃園市國際路二段117號,(03)3690722,alllink,7:30 - 22:30,
迴龍,桃園縣龜山鄉萬壽路一段161號地下1樓,(02)82000799,alllink,8:00 - 23:00,
新屋,桃園縣新屋鄉中山路409號,(03)4779998,alllink,7:30 - 22:30,
龜山,桃園縣龜山鄉新興村自強南路83號,(03)3595569,alllink,8:00 - 23:00,
中壢環中,桃園縣中壢市環中東路325號,(03)4550185,alllink,8:00 - 23:00,
內壢,桃園縣中壢市長春路119號,(03)4621717,alllink,8:00 - 23:00,
中壢中山,桃園縣中壢市中山路500號,(03)4946650,alllink,7:30 - 22:30,
大有,桃園縣桃園市大有路581號,(03)3176146,alllink,8:00 - 23:00,
桃企,(33075)桃園縣桃園市桃鶯路196號1樓,(03)3750606,alllink,8:00 - 23:00,
桃園三民,(33042)桃園縣桃園市三民路３段11巷1號,(03)3330592,alllink,8:00 - 23:00,
桃園莊敬,桃園縣桃園市莊敬路二段99號,(03)3010147,alllink,8:00 - 23:00,
龍潭中正,桃園縣龍潭鄉中正路311-3號,(03)4090073,alllink,8:00 - 23:00,
桃園復興,桃園縣桃園市復興路380號1樓,(03)3330558,alllink,8:00 - 23:00,
龍潭中興,桃園縣龍潭鄉中興路433號,(03)4995481,alllink,7:30 - 22:30,
大溪文化,(33555)桃園縣大溪鎮文化路67號1樓,(03)3873518,alllink,8:00 - 23:00,
平鎮和平,桃園縣平鎮市和平路185號,(03)4685097,alllink,7:30 - 22:30,
八德大湳,桃園縣八德市福國北街79號,(03)3710722,alllink,7:30 - 22:30,
大溪中正,桃園縣大溪鎮慈湖路66號,(03)3886038,alllink,8:00 - 23:00,
桃園中山,桃園縣桃園市中山東路32-10號,(03)3331239,alllink,8:00 - 23:00,
中壢中原,桃園縣中壢市實踐路26號,(03)4368335,alllink,8:00 - 23:00,
國際二,(33072)桃園縣桃園市國際路１段1136號,(03)2207503,alllink,8:00 - 23:00,
八德介壽,(33447)桃園縣八德市介壽路２段1060號1樓,(03)3732348,alllink,7:30 - 22:30,
蘆竹忠孝,桃園縣蘆竹鄉忠孝西路50號,(03)2122818,alllink,8:00 - 23:00,
中壢元化,(32043)桃園縣中壢市元化路127號,(03)4220566,alllink,8:00 - 23:00,
南崁二,(33858)桃園縣蘆竹鄉南崁路152號,(03)2220572,alllink,8:00 - 23:00,
桃園慈文,桃園縣桃園市慈文路317號,(03)3562315,alllink,8:00 - 23:00,
中壢忠孝,桃園縣中壢市忠孝路152號,(03)4526156,alllink,8:00 - 23:00,
桃園大有二,(33052)桃園縣桃園市大有路466號,(03)3166792,alllink,8:00 - 23:00,
楊梅新農,(32641)桃園縣楊梅市新農街17號,(03)4750230,alllink,7:30 - 22:30,
龜山萬壽,(33342)桃園縣龜山鄉中和南路40.42號,(03)3200290,alllink,7:30 - 22:30,
桃園永安,(33059)桃園縣桃園市永安路355號,(03)3310781,alllink,8:00 - 23:00,
楊梅中山,(32665)桃園縣楊梅市中山北路１段260.262.264號,(03)4789889,alllink,8:00 - 23:00,
龜山文化,(33377)桃園縣龜山鄉復興二路3號,(03)3282656,alllink,8:00 - 23:00,
蘆竹吉林,(33850)桃園縣蘆竹鄉吉林路13號,(03)2220438,alllink,8:00 - 23:00,
桃園中正,(33047)桃園縣桃園市中正路498、500號1樓,(03)3365366,alllink,8:00 - 23:00,
觀音大觀,(32847)桃園縣觀音鄉大觀路２段151.153.155號,(03)4389007,alllink,7:30 - 22:30,
桃園建國,(33064)桃園縣桃園市三民路３段518號,(03)3641086,alllink,7:30 - 22:30,
大溪僑愛,(33543)桃園縣大溪鎮介壽路108號,(03)3070012,alllink,8:00 - 23:00,
蘆竹上興,(33862)桃園縣蘆竹鄉大竹路367.369號,(03)3133902,alllink,8:00 - 23:00,
中壢中北,(32087)桃園縣中壢市中北路2段55號,(03)4670112,alllink,7:30 - 22:30,
中壢福州,(32059)桃園縣中壢市福州一街126號,(03)4510208,alllink,8:00 - 23:00,
龜山中興,(33343)桃園縣龜山鄉新樂街36號,(03)3292591,alllink,7:30 - 22:30,
大園菓林,(33746)桃園縣大園鄉菓林路69號,(03)3933270,alllink,7:30 - 22:30,
大溪員林,(33561)桃園縣大溪鎮員林路１段5號1-3樓,(03)3070290,alllink,7:30 - 22:30,
新竹,(30049)新竹市北區西大路578號,(03)5280191,alllink,8:00 - 23:00,
新竹民生,(30043)新竹市東區民生路226號,(03)5457752,alllink,8:00 - 23:00,
新竹中正,(30048)新竹市北區中正路411號1樓,(03)5437670,alllink,8:00 - 23:00,
新竹南大,(30063)新竹市東區南大路421號,(03)5626377,alllink,8:00 - 23:00,
新竹食品,(30062)新竹市東區食品路125號,(03)5710075,alllink,8:00 - 23:00,
新竹金山,(30080)新竹市東區金山七街20號1-3樓,(03)5630020,alllink,8:00 - 23:00,
新竹忠孝,(30069)新竹市東區忠孝路74號,(03)5725514,alllink,8:00 - 23:00,
新竹林森,(30042)新竹市東區林森路231號,(03)5280106,alllink,8:00-23:00,
竹北勝利,新竹縣竹北市勝利六街36號,(03)6589361,alllink,8:00 - 23:00,
新竹竹東,新竹縣竹東鎮仁愛路226號,(03)5940278,alllink,7:30 - 22:30,
竹北,新竹縣竹北市民權街40巷2號,(03)5511123,alllink,8:00 - 23:00,
竹北中正西,(30284)新竹縣竹北市中正西路49號,(03)6562123,alllink,8:00 - 23:00,
新豐,新竹縣新豐鄉學府路131號,(03)5575434,alllink,7:30 - 22:30,
湖口二,新竹縣湖口鄉民權街61號,(03)5997434,alllink,7:30 - 22:30,
湖口文化,新竹縣湖口鄉鳳凰村15鄰文化路68號,(03)5972969,alllink,7:30 - 22:30,
竹北中正東,(30241)新竹縣竹北市中正東路136號,(03)5511366,alllink,8:00 - 23:00,
湖口中正,(30342)新竹縣湖口鄉中正路１段192號,(03)5990082,alllink,7:30 - 22:30,
新埔中正,(30595)新竹縣新埔鎮中正路137、139號,(03)5889631,alllink,7:30 - 22:30,
竹東北興,(31042)新竹縣竹東鎮北興路１段493、495號,(03)5104458,alllink,7:30 - 22:30,
竹南,苗栗縣竹南鎮大營路175-1號,(037)464790,alllink,7:30 - 22:30,
通霄,苗栗縣通霄鎮中正路20號,(037)754854,alllink,7:30 - 22:30,
苑裡,苗栗縣苑裡鎮世界路22號,(037)862427,alllink,7:30 - 22:30,
頭份,苗栗縣頭份鎮東興路43號,(037)691182,alllink,7:30 - 22:30,
苗栗後龍,苗栗縣後龍鎮成功路180號,(037)729198,alllink,7:30 - 22:30,
苗栗,苗栗縣苗栗市中正路649號,(037)355103,alllink,7:30 - 22:30,
公館,苗栗縣公館鄉大同路201號,(037)239013,alllink,7:30 - 22:30,
苗栗縣府,苗栗縣苗栗市縣府路123號,(037)352366,alllink,7:30 - 22:30,
苗栗卓蘭,苗栗縣卓蘭鎮民族路53號,(04)25899886,alllink,7:30 - 22:30,
頭份信東,(35149)苗栗縣頭份鎮信東路151號,(037)671776,alllink,7:30 - 22:30,
苗栗中華,(36045)苗栗縣苗栗市中華路132號,(037)276728,alllink,7:30 - 22:30,
竹南中正,(35047)苗栗縣竹南鎮中正路96-1號,(03)7466030,alllink,7:30 - 22:30,
苑裡中山,(35841)苗栗縣苑裡鎮中山路320號,(037)860250,alllink,7:30 - 22:30,
三義,(36742)苗栗縣三義鄉廣盛村廣盛39-1號,(037)877399,alllink,7:30 - 22:30,
竹南光復,(35041)苗栗縣竹南鎮光復路193巷48號,(03)7550852,alllink,,
台中崇德,台中市北區崇德路一段230號,(04)22300365,alllink,8:00 - 23:00,
台中復興,台中市南區復興路二段160號,(04)22612116,alllink,8:00 - 23:00,
台中黎明,台中市南屯區黎明路一段1040號,(04)23813031,alllink,8:00 - 23:00,
台中精誠二,(40878)台中市南屯區五權西路２段223號,(04)24720216,alllink,8:00 - 23:00,
台中東山,台中市北屯區東山路一段173之1號,(04)24375028,alllink,8:00 - 23:00,
台中陜西,(40464)台中市北區陜西路66號,(04)22980326,alllink,8:00 - 23:00,
台中東興,台中市南屯區東興路二段236號,(04)24752129,alllink,8:00 - 23:00,
五權,(40443)台中市北區五權路１７６號中央市場內,(04)22023660,alllink,8:00 - 23:00,
軍功,(40643)台中市北屯區軍功路２段39號,(04)24368748,alllink,8:00 - 23:00,
大墩,(40758)台中市西屯區大墩路1168號,(04)23275976,alllink,8:00 - 23:00,
天津,台中市北區天津路二段171號,(04)22982334,alllink,8:00 - 23:00,
精誠,台中市西區精誠路294號1樓,(04)23282660,alllink,8:00 - 23:00,
中工,台中市西屯區中工二路2號,(04)23504708,alllink,8:00 - 23:00,
五權二,台中市北區大雅路19號1樓,(04)22082870,alllink,8:00 - 23:00,
松竹,台中市北屯區松竹路二段178巷51號,(04)22425357,alllink,8:00 - 23:00,
大連,台中市北屯區大連路二段12號,(04)22493677,alllink,8:00 - 23:00,
忠明,台中市西區忠明南路445號,(04)23756219,alllink,8:00 - 23:00,
北屯,台中市北屯區北屯路289之10號,(04)22312080,alllink,8:00 - 23:00,
南屯,台中市南屯區永春東路1043號,(04)23800222,alllink,8:00 - 23:00,
大智,台中市東區大智路350巷2號1樓,(04)22802267,alllink,8:00 - 23:00,
文心,台中市西屯區重慶路136號,(04)23151050,alllink,8:00 - 23:00,
十甲,台中市東區十甲路452號,(04)22153229,alllink,8:00 - 23:00,
台中文華,(40753)台中市西屯區河南路１段125號,(04)23165317,alllink,8:00 - 23:00,
台中中科,台中市西屯區福科路600號,(04)24620379,alllink,8:00 - 23:00,
旅順,台中市北屯區旅順路二段78號1樓,(04)22410470,alllink,8:00 - 23:00,
中清,(40678)台中市北屯區后庄路３５巷１號,(04)24261698,alllink,8:00 - 23:00,
逢甲,台中市西屯區黎明路三段246號,(04)27084655,alllink,8:00 - 23:00,
台中外埔,台中市外埔區六分路297號1樓,(04)26838355,alllink,7:00 - 22:00,
頭家,台中市潭子區中山路一段225巷6號,(04)25312709,alllink,8:00 - 23:00,
神岡二,台中市神岡區民族路36巷1號,(04)25620416,alllink,7:30 - 22:30,
太平宜昌,台中市太平區宜昌路568號1樓,(04)22787351,alllink,8:00 - 23:00,
豐原大社,台中市豐原區三角路35號,(04)25280230,alllink,7:30 - 22:30,
太平,台中市太平區樹德路117號,(04)23952770,alllink,8:00 - 23:00,
東勢東蘭,(42341)台中市東勢區東蘭路５４之２號,(04)25877537,alllink,7:30 - 22:30,
后里,台中市后里區后里村甲后路587號,(04)25583498,alllink,7:30 - 22:30,
國光,台中市大里區國光路二段70號,(04)24830340,alllink,8:00 - 23:00,
大里,台中市大里區東榮路八號,(04)24839901,alllink,8:00 - 23:00,
向陽,台中市豐原區向陽路230號,(04)25243672,alllink,8:00 - 23:00,
霧峰,(41343)台中市霧峰區民生路７５號,(04)23312832,alllink,7:30 - 22:30,
大肚,台中市大肚區沙田路二段592號,(04)26990351,alllink,7:00 - 22:00,
北豐原,台中市豐原區大順街133號,(04)25131652,alllink,8:00 - 23:00,
神岡,台中市神岡區中山路832號,(04)25618046,alllink,7:30 - 22:30,
潭子,台中市潭子區勝利路348號,(04)25336535,alllink,8:00 - 23:00,
大雅學府,(42856)台中市大雅區學府路109之11號,(04)25654966,alllink,8:00 - 23:00,
塗城,台中市大里區成功路538號,(04)24968218,alllink,8:00 - 23:00,
田心,台中市豐原區田心路二段182號,(04)25244638,alllink,8:00 - 23:00,
中興,台中市清水區中興街57號,(04)26222558,alllink,7:00 - 22:00,
大甲,台中市大甲區復興路59號,(04)26880775,alllink,7:00 - 22:00,
遊園,台中市大肚區遊園路二段216號,(04)26916097,alllink,8:00 - 23:00,
東平,台中市太平區東平路499號,(04)22772726,alllink,8:00 - 23:00,
烏日,(41441)台中市烏日區中山路２段１０８號,(04)23366467,alllink,7:30 - 22:30,
潭陽,(42751)台中市潭子區潭子街１段31巷64號,(04)25380588,alllink,8:00 - 23:00,
雅環,台中市大雅區雅環路二段87號,(04)25685868,alllink,8:00 - 23:00,
沙鹿二,台中市沙鹿區中山路434號,(04)26620334,alllink,8:00 - 23:00,
后里文明,台中市后里區文明路105號,(04)25567290,alllink,7:30 - 22:30,
大里永隆,(41257)台中市大里區東榮路666號,(04)24180262,alllink,8:00 - 23:00,
台中忠義,台中市西屯區忠義街80號,(04)23150772,alllink,8:00 - 23:00,
豐原三豐,台中市神岡區五權路1號,(04)25150760,alllink,8:00 - 23:00,
沙鹿北勢,(43342)台中市沙鹿區北勢東路516號,(04)26315396,alllink,8:00 - 23:00,
塗城金德,(41275)台中市大里區金德街16號,(04)24920182,alllink,8:00 - 23:00,
台中永興,(40454)台中市北區永興街242號,(04)22360335,alllink,8:00 - 23:00,
台中健康,(40253)台中市南區美村南路72號,(04)22655120,alllink,8:00 - 23:00,
梧棲,(43548)台中市梧棲區自強二街86巷2號,(04)26300170,alllink,7:00 - 22:00,
台中學府,(40252)台中市南區復興路３段126號,(04)22201622,alllink,8:00 - 23:00,
烏日長春,(41448)台中市烏日區長春街429號,(04)23380110,alllink,7:30 - 22:30,
台中樂群,(40346)台中市西區南屯路１段41號,(04)23719433,alllink,8:00 - 23:00,
沙鹿鎮南,(43351)台中市沙鹿區鎮南路２段624號,(04)26651202,alllink,8:00 - 23:00,
大甲光明,(43746)台中市大甲區光明路12號,(04)26805063,alllink,7:00 - 22:00,
大雅民生,(42871)台中市大雅區民生路４段72號,(04)25662223,alllink,8:00 - 23:00,
東勢豐勢,(42354)台中市東勢區豐勢路115號,(04)25880135,alllink,7:30 - 22:30,
台中民權,(40341)台中市西區民權路217巷1、3號,(04)23012165,alllink,8:00 - 23:00,
台中向上,(40358)台中市西區美村路１段298.300.302號,(04)23010568,alllink,8:00 - 23:00,
台中南門,(40250)台中市南區台中路520號,(04)22850251,alllink,8:00 - 23:00,
豐原成功,(42053)台中市豐原區成功路198號,(04)25272150,alllink,8:00 - 23:00,
龍井中央,(43447)台中市龍井區中央路３段46號,(04)26380176,alllink,7:00 - 22:00,
新社,(42641)台中市新社區中和街５段13號,(04)25822900,alllink,7:30 - 22:30,
太平勤益,(41151)台中市太平區中山路１段336號,(04)23910679,alllink,8:00 - 23:00,
台中學士,(40454)台中市北區學士路261號,(04)22050031,alllink,8:00 - 23:00,
台中大進,(40861)台中市南屯區大進街490號1樓,(04)23202112,alllink,8:00 - 23:00,
豐原豐東,(42048)台中市豐原區豐東路171號,(04)25290593,alllink,8:00 - 23:00,
潭子興華,(42757)台中市潭子區興華一路300號,(04)25340918,alllink,8:00 - 23:00,
台中民權博館,(40461)台中市北區民權路466號,(04)22080581,alllink,8:00 - 23:00,
台中嶺東,(40858)台中市南屯區嶺東路690號,(04)23830350,alllink,8:00 - 23:00,
台中北屯二,(40654)台中市北屯區北屯路417號,(04)22470471,alllink,8:00 - 23:00,
大里仁化,(41282)台中市大里區仁化路500號,(04)24920360,alllink,8:00 - 23:00,
霧峰中正,(41344)台中市霧峰區中正路1119號,(04)23320106,alllink,7:30 - 22:30,
清水鰲峰,(43652)台中市清水區鰲新路5號,(04)26260112,alllink,8:00 - 23:00,
潭子豐興,(42743)台中市潭子區豐興路１段547-555號,(04)25368841,alllink,8:00 - 23:00,
大里立中,(41247)台中市大里區立中街27號,(04)22761518,alllink,8:00 - 23:00,
台中大忠,(40359)台中市西區精誠二十三街30號,(04)24710045,alllink,8:00 - 23:00,
太平車籠埔,(41148)台中市太平區光興路746號,(04)22700231,alllink,8:00 - 23:00,
梧棲文化,(43548)台中市梧棲區文化路２段85號,(04)26570095,alllink,8:00 - 23:00,
豐原忠孝,(42044)台中市豐原區忠孝街27號,(04)25281605,alllink,8:00 - 23:00,
太平中平,(41165)台中市太平區太平路321號,(04)22700046,alllink,8:00 - 23:00,
台中林森,(40345)台中市西區林森路89號,(04)23721671,alllink,8:00 - 23:00,
大肚榮華,(43252)台中市大肚區榮華街7號、9號,(04)26993546,alllink,8:00 - 23:00,
台中向上三厝,(40874)台中市南屯區向上路３段46、46-1號,(04)23830015,alllink,8:00 - 23:00,
台中樂業,(40153)台中市東區樂業路327號,(04)22132850,alllink,8:00-23:00,
龍井沙田,(43452)台中市龍井區沙田路５段382.386號,(04)26368209,alllink,7:00-22:00,
太平樹孝,(41168)台中市太平區樹孝路439號,(04)23931458,alllink,8:00-23:00,
彰安,彰化縣彰化市中正路二段828號1樓,(04)7517411,alllink,8:00 - 23:00,
長興,彰化縣彰化市光復路35號1樓,(04)7298796,alllink,8:00 - 23:00,
彰化自強南,彰化縣彰化市自強南路589號1樓,(04)7634986,alllink,8:00 - 23:00,
彰化延平,(50073)彰化縣彰化市延平路479號,(04)7121751,alllink,8:00 - 23:00,
新北斗,彰化縣北斗鎮復興路353號1樓,(04)8882124,alllink,7:30 - 22:30,
員林,彰化縣員林鎮三和里三民東街359號1樓,(04)8332099,alllink,7:30 - 22:30,
二林,彰化縣二林鎮南光里大成路342號1樓,(04)8960724,alllink,7:30 - 22:30,
田中,彰化縣田中鎮中正路305號1樓,(04)8756389,alllink,7:30 - 22:30,
溪湖,彰化縣溪湖鎮大發路56號1樓,(04)8856279,alllink,7:30 - 22:30,
新福,彰化縣田中鎮北路里新生街150巷2號1樓,(04)8745528,alllink,7:30 - 22:30,
靜修,彰化縣員林鎮南平一街66號1樓,(04)8381050,alllink,7:30 - 22:30,
鹿港,彰化縣鹿港鎮復興路210號1樓,(04)7789871,alllink,7:30 - 22:30,
育英,彰化縣員林鎮育英路600號1樓,(04)8369077,alllink,7:30 - 22:30,
永靖,彰化縣永靖鄉瑚璉村瑚璉路116號1樓,(04)8243546,alllink,7:30 - 22:30,
道周,彰化縣和美鎮山梨里平安路115號1樓,(04)7578138,alllink,7:30 - 22:30,
南昌,彰化縣員林鎮惠來里南昌路75號1樓,(04)8372500,alllink,7:30 - 22:30,
伸港,彰化縣伸港鄉新港路311號1樓,(047)996125,alllink,7:30 - 22:30,
溪湖二,彰化縣溪湖鎮平和街184號1樓,(04)8826130,alllink,7:30 - 22:30,
秀水,彰化縣秀水鄉彰水路一段22號1樓,(04)7685510,alllink,7:30 - 22:30,
竹塘,彰化縣竹塘鄉中興街57巷22號1樓,(04)8976601,alllink,7:30 - 22:30,
芬園,彰化縣芬園鄉芬草路二段252號,(049)2526667,alllink,7:30 - 22:30,
鹿東,彰化縣鹿港鎮中正路193號1樓,(04)7775266,alllink,8:00 - 23:00,
二林仁愛,(52662)彰化縣二林鎮仁愛路470號,(04)8950296,alllink,7:30 - 22:30,
和美愛民,彰化縣和美鎮仁化路150號1樓,(04)7552137,alllink,7:30 - 22:30,
彰化彰新,彰化縣彰化市彰新路一段72號1樓,(04)7366387,alllink,8:00 - 23:00,
鹿港彰頂,(50543)彰化縣鹿港鎮頂草路１段25號,(04)7710673,alllink,7:30 - 22:30,
彰化進德,(50081)彰化縣彰化市進德路49巷35號,(04)7275266,alllink,7:30 - 22:30,
二林斗苑,(52653)彰化縣二林鎮斗苑路４段396號,(04)8956659,alllink,7:30 - 22:30,
彰化溪州,(52442)彰化縣溪州鄉忠孝路5號,(04)8891691,alllink,7:30 - 22:30,
彰化福興,(50647)彰化縣福興鄉沿海路５段363號,(04)7780318,alllink,7:30 - 22:30,
彰化花壇,(50341)彰化縣花壇鄉花壇街320號,(04)7860019,alllink,7:30 - 22:30,
和美糖友,(50856)彰化縣和美鎮糖友一街46號,(04)7330001,alllink,7:30 - 22:30,
彰化彰鹿,(50083)彰化縣彰化市彰鹿路90號,(04)7613893,alllink,8:00 - 23:00,
彰化埔心,(51344)彰化縣埔心鄉員鹿路２段600號,(04)8295037,alllink,7:30 - 22:30,
彰化社頭,(51147)彰化縣社頭鄉民生路702號,(04)8732909,alllink,7:30 - 22:30,
